Rainfall, Year, Element, Area
0.003478, 2017, NOV, Katni
5.23, 2017, JUN, Mandla
11.72017, 2017, JUL, Mandla
11.75911, 2017, AUG, Mandla
5.837662, 2017, SEP, Mandla
1.031272, 2017, OCT, Mandla
0.175468, 2017, NOV, Mandla
3.653328, 2017, JUN, Mandsaur
9.10421, 2017, JUL, Mandsaur
6.508901, 2017, AUG, Mandsaur
5.016466, 2017, SEP, Mandsaur
0.185004, 2017, OCT, Mandsaur
0.054642, 2017, NOV, Mandsaur
2.52982, 2017, JUN, Morena
4.604396, 2017, JUL, Morena
8.284266, 2017, AUG, Morena
2.989282, 2017, SEP, Morena
0.246871, 2017, OCT, Morena
0, 2017, NOV, Morena
5.267328, 2017, JUN, Narsinghpur
16.05735, 2017, JUL, Narsinghpur
6.681237, 2017, AUG, Narsinghpur
6.87128, 2017, SEP, Narsinghpur
0.618245, 2017, OCT, Narsinghpur
0.162981, 2017, NOV, Narsinghpur
3.630565, 2017, JUN, Neemuch
10.19932, 2017, JUL, Neemuch
5.979679, 2017, AUG, Neemuch
4.604122, 2017, SEP, Neemuch
0.226446, 2017, OCT, Neemuch
0.026751, 2017, NOV, Neemuch
4.149469, 2017, JUN, Panna
13.2516, 2017, JUL, Panna
6.708261, 2017, AUG, Panna
4.115032, 2017, SEP, Panna
0.327533, 2017, OCT, Panna
0.002008, 2017, NOV, Panna
4.995983, 2017, JUN, Raisen
15.28005, 2017, JUL, Raisen
6.308443, 2017, AUG, Raisen
8.09134, 2017, SEP, Raisen
0.329208, 2017, OCT, Raisen
0.0000166, 2017, NOV, Raisen
4.158427, 2017, JUN, Rajgarh
10.6225, 2017, JUL, Rajgarh
5.487446, 2017, AUG, Rajgarh
6.487858, 2017, SEP, Rajgarh
0.03473, 2017, OCT, Rajgarh
0, 2017, NOV, Rajgarh
3.861945, 2017, JUN, Ratlam
9.508367, 2017, JUL, Ratlam
6.703201, 2017, AUG, Ratlam
7.247594, 2017, SEP, Ratlam
0.29478, 2017, OCT, Ratlam
0.000454, 2017, NOV, Ratlam
2.337808, 2017, JUN, Rewa
14.1326, 2017, JUL, Rewa
7.002129, 2017, AUG, Rewa
3.710611, 2017, SEP, Rewa
0.392103, 2017, OCT, Rewa
0.002003, 2017, NOV, Rewa
5.048538, 2017, JUN, Sagar
13.01398, 2017, JUL, Sagar
5.378178, 2017, AUG, Sagar
6.668575, 2017, SEP, Sagar
0.181935, 2017, OCT, Sagar
0.00294, 2017, NOV, Sagar
3.737197, 2017, JUN, Satna
13.60254, 2017, JUL, Satna
6.220931, 2017, AUG, Satna
3.435719, 2017, SEP, Satna
0.489367, 2017, OCT, Satna
0, 2017, NOV, Satna
4.670375, 2017, JUN, Sehore
11.68571, 2017, JUL, Sehore
6.056357, 2017, AUG, Sehore
7.727846, 2017, SEP, Sehore
0.348891, 2017, OCT, Sehore
0.00572, 2017, NOV, Sehore
6.2398, 2017, JUN, Seoni
12.00743, 2017, JUL, Seoni
10.00618, 2017, AUG, Seoni
6.62584, 2017, SEP, Seoni
1.248887, 2017, OCT, Seoni
0.346327, 2017, NOV, Seoni
4.942523, 2017, JUN, Shahdol
12.88297, 2017, JUL, Shahdol
8.919789, 2017, AUG, Shahdol
5.008209, 2017, SEP, Shahdol
0.985184, 2017, OCT, Shahdol
0.00813, 2017, NOV, Shahdol
4.611933, 2017, JUN, Shajapur
11.04648, 2017, JUL, Shajapur
6.126085, 2017, AUG, Shajapur
6.684092, 2017, SEP, Shajapur
0.1468, 2017, OCT, Shajapur
0, 2017, NOV, Shajapur
2.753802, 2017, JUN, Sheopur
5.715268, 2017, JUL, Sheopur
7.111567, 2017, AUG, Sheopur
3.356925, 2017, SEP, Sheopur
0.246271, 2017, OCT, Sheopur
0, 2017, NOV, Sheopur
3.386806, 2017, JUN, Shivpuri
5.877225, 2017, JUL, Shivpuri
5.96203, 2017, AUG, Shivpuri
5.035257, 2017, SEP, Shivpuri
0.183846, 2017, OCT, Shivpuri
0, 2017, NOV, Shivpuri
2.752617, 2017, JUN, Sidhi
16.29311, 2017, JUL, Sidhi
8.085978, 2017, AUG, Sidhi
3.533452, 2017, SEP, Sidhi
0.697514, 2017, OCT, Sidhi
0.074758, 2017, NOV, Sidhi
4.356614, 2017, JUN, Tikamgarh
9.414336, 2017, JUL, Tikamgarh
5.960104, 2017, AUG, Tikamgarh
5.926574, 2017, SEP, Tikamgarh
0.086086, 2017, OCT, Tikamgarh
0.003135, 2017, NOV, Tikamgarh
4.997412, 2017, JUN, Ujjain
8.309909, 2017, JUL, Ujjain
6.270358, 2017, AUG, Ujjain
6.77974, 2017, SEP, Ujjain
0.100711, 2017, OCT, Ujjain
0, 2017, NOV, Ujjain
4.071085, 2017, JUN, Umaria
13.15844, 2017, JUL, Umaria
8.450269, 2017, AUG, Umaria
4.773695, 2017, SEP, Umaria
0.563131, 2017, OCT, Umaria
0.002072, 2017, NOV, Umaria
4.812612, 2017, JUN, Vidisha
12.00849, 2017, JUL, Vidisha
4.955964, 2017, AUG, Vidisha
7.993792, 2017, SEP, Vidisha
0.07813, 2017, OCT, Vidisha
0.000149, 2017, NOV, Vidisha
5.340121, 2018, JUN, Anuppur
15.04479, 2018, JUL, Anuppur
12.49183, 2018, AUG, Anuppur
4.446524, 2018, SEP, Anuppur
0.785861, 2018, OCT, Anuppur
0.002828, 2018, NOV, Anuppur
3.264283, 2018, JUN, Ashoknagar
12.11067, 2018, JUL, Ashoknagar
9.718548, 2018, AUG, Ashoknagar
6.891571, 2018, SEP, Ashoknagar
0.060878, 2018, OCT, Ashoknagar
0.018781, 2018, NOV, Ashoknagar
6.834491, 2018, JUN, Balaghat
14.20357, 2018, JUL, Balaghat
14.94299, 2018, AUG, Balaghat
3.815775, 2018, SEP, Balaghat
0.636599, 2018, OCT, Balaghat
0.134441, 2018, NOV, Balaghat
5.720228, 2018, JUN, Barwani
8.645542, 2018, JUL, Barwani
7.22834, 2018, AUG, Barwani
3.137029, 2018, SEP, Barwani
0.169164, 2018, OCT, Barwani
0.050492, 2018, NOV, Barwani
7.536215, 2018, JUN, Betul
14.34717, 2018, JUL, Betul
11.13297, 2018, AUG, Betul
4.152303, 2018, SEP, Betul
0.303114, 2018, OCT, Betul
0.24, 2018, NOV, Betul
2.28141, 2018, JUN, Bhind
10.46987, 2018, JUL, Bhind
13.1605, 2018, AUG, Bhind
4.850132, 2018, SEP, Bhind
0.289341, 2018, OCT, Bhind
0.003468, 2018, NOV, Bhind
4.220314, 2018, JUN, Bhopal
15.91463, 2018, JUL, Bhopal
7.687442, 2018, AUG, Bhopal
4.727104, 2018, SEP, Bhopal
0.078116, 2018, OCT, Bhopal
0.00713, 2018, NOV, Bhopal
5.670535, 2018, JUN, Burhanpur
9.012192, 2018, JUL, Burhanpur
6.969085, 2018, AUG, Burhanpur
3.047325, 2018, SEP, Burhanpur
0.287493, 2018, OCT, Burhanpur
0.390495, 2018, NOV, Burhanpur
2.091948, 2018, JUN, Chhatarpur
11.5715, 2018, JUL, Chhatarpur
12.72432, 2018, AUG, Chhatarpur
5.506281, 2018, SEP, Chhatarpur
0.074905, 2018, OCT, Chhatarpur
0.089086, 2018, NOV, Chhatarpur
7.89426, 2018, JUN, Chhindwara
15.96553, 2018, JUL, Chhindwara
12.4562, 2018, AUG, Chhindwara
3.721965, 2018, SEP, Chhindwara
0.457422, 2018, OCT, Chhindwara
0.339334, 2018, NOV, Chhindwara
3.359839, 2018, JUN, Damoh
16.139, 2018, JUL, Damoh
12.87418, 2018, AUG, Damoh
5.219088, 2018, SEP, Damoh
0.153112, 2018, OCT, Damoh
0.045657, 2018, NOV, Damoh
2.162448, 2018, JUN, Datia
9.453503, 2018, JUL, Datia
10.08932, 2018, AUG, Datia
5.367501, 2018, SEP, Datia
0.244922, 2018, OCT, Datia
0.000302, 2018, NOV, Datia
5.305253, 2018, JUN, Dewas
12.79431, 2018, JUL, Dewas
7.785887, 2018, AUG, Dewas
4.710419, 2018, SEP, Dewas
0.169664, 2018, OCT, Dewas
0.018121, 2018, NOV, Dewas
4.368504, 2018, JUN, Dhar
11.57302, 2018, JUL, Dhar
6.266631, 2018, AUG, Dhar
3.878756, 2018, SEP, Dhar
0.272791, 2018, OCT, Dhar
0.014239, 2018, NOV, Dhar
6.086392, 2018, JUN, Dindori
13.8036, 2018, JUL, Dindori
14.7202, 2018, AUG, Dindori
4.267748, 2018, SEP, Dindori
0.593622, 2018, OCT, Dindori
0.0571, 2018, NOV, Dindori
3.859395, 2018, JUN, Guna
13.83034, 2018, JUL, Guna
10.58939, 2018, AUG, Guna
6.43722, 2018, SEP, Guna
0.030575, 2018, OCT, Guna
0.0354, 2018, NOV, Guna
2.232586, 2018, JUN, Gwalior
9.728635, 2018, JUL, Gwalior
10.71668, 2018, AUG, Gwalior
5.654168, 2018, SEP, Gwalior
0.253765, 2018, OCT, Gwalior
0.005234, 2018, NOV, Gwalior
6.114163, 2018, JUN, Harda
14.43924, 2018, JUL, Harda
8.344489, 2018, AUG, Harda
4.910221, 2018, SEP, Harda
0.207696, 2018, OCT, Harda
0.109, 2018, NOV, Harda
5.991965, 2018, JUN, Hoshangabad
18.9759, 2018, JUL, Hoshangabad
11.19059, 2018, AUG, Hoshangabad
5.561386, 2018, SEP, Hoshangabad
0.225867, 2018, OCT, Hoshangabad
0.199879, 2018, NOV, Hoshangabad
5.259543, 2018, JUN, Indore
11.03004, 2018, JUL, Indore
7.378383, 2018, AUG, Indore
4.561823, 2018, SEP, Indore
0.248343, 2018, OCT, Indore
0.019866, 2018, NOV, Indore
5.02732, 2018, JUN, Jabalpur
17.49221, 2018, JUL, Jabalpur
13.72541, 2018, AUG, Jabalpur
4.525981, 2018, SEP, Jabalpur
0.263741, 2018, OCT, Jabalpur
0.06193, 2018, NOV, Jabalpur
3.01168, 2018, JUN, Jhabua
13.5048, 2018, JUL, Jhabua
7.330141, 2018, AUG, Jhabua
3.595841, 2018, SEP, Jhabua
0.23395, 2018, OCT, Jhabua
0.005222, 2018, NOV, Jhabua
3.707787, 2018, JUN, Katni
14.98053, 2018, JUL, Katni
14.8886, 2018, AUG, Katni
4.723608, 2018, SEP, Katni
0.277401, 2018, OCT, Katni
0.151701, 2018, NOV, Katni
5.691407, 2018, JUN, Mandla
15.30224, 2018, JUL, Mandla
14.80921, 2018, AUG, Mandla
4.003313, 2018, SEP, Mandla
0.505135, 2018, OCT, Mandla
0.105173, 2018, NOV, Mandla
2.384599, 2018, JUN, Mandsaur
14.66561, 2018, JUL, Mandsaur
10.20082, 2018, AUG, Mandsaur
4.548351, 2018, SEP, Mandsaur
0.262216, 2018, OCT, Mandsaur
0.094966, 2018, NOV, Mandsaur
1.809778, 2018, JUN, Morena
9.65864, 2018, JUL, Morena
10.96851, 2018, AUG, Morena
6.134524, 2018, SEP, Morena
0.248066, 2018, OCT, Morena
0.001975, 2018, NOV, Morena
5.534983, 2018, JUN, Narsinghpur
18.2554, 2018, JUL, Narsinghpur
11.07044, 2018, AUG, Narsinghpur
4.415946, 2018, SEP, Narsinghpur
0.305871, 2018, OCT, Narsinghpur
0.162079, 2018, NOV, Narsinghpur
2.119162, 2018, JUN, Neemuch
13.85874, 2018, JUL, Neemuch
10.28364, 2018, AUG, Neemuch
4.796361, 2018, SEP, Neemuch
0.294537, 2018, OCT, Neemuch
0.0601, 2018, NOV, Neemuch
2.444388, 2018, JUN, Panna
13.55515, 2018, JUL, Panna
13.92333, 2018, AUG, Panna
4.150368, 2018, SEP, Panna
0.21434, 2018, OCT, Panna
0.043179, 2018, NOV, Panna
4.514672, 2018, JUN, Raisen
17.59706, 2018, JUL, Raisen
9.209142, 2018, AUG, Raisen
4.46921, 2018, SEP, Raisen
0.03982, 2018, OCT, Raisen
0.000828, 2018, NOV, Raisen
3.565522, 2018, JUN, Rajgarh
15.58745, 2018, JUL, Rajgarh
9.543156, 2018, AUG, Rajgarh
4.829169, 2018, SEP, Rajgarh
0.037634, 2018, OCT, Rajgarh
0.0701, 2018, NOV, Rajgarh
2.90986, 2018, JUN, Ratlam
14.20284, 2018, JUL, Ratlam
7.979009, 2018, AUG, Ratlam
4.720391, 2018, SEP, Ratlam
0.354811, 2018, OCT, Ratlam
0.007656, 2018, NOV, Ratlam
2.799616, 2018, JUN, Rewa
10.71107, 2018, JUL, Rewa
11.01691, 2018, AUG, Rewa
4.299409, 2018, SEP, Rewa
0.152323, 2018, OCT, Rewa
0.002459, 2018, NOV, Rewa
3.743312, 2018, JUN, Sagar
14.98083, 2018, JUL, Sagar
9.831893, 2018, AUG, Sagar
5.131568, 2018, SEP, Sagar
0.039288, 2018, OCT, Sagar
0.0552, 2018, NOV, Sagar
2.867558, 2018, JUN, Satna
12.01623, 2018, JUL, Satna
12.25307, 2018, AUG, Satna
3.627066, 2018, SEP, Satna
0.255813, 2018, OCT, Satna
0.010859, 2018, NOV, Satna
4.761096, 2018, JUN, Sehore
15.12622, 2018, JUL, Sehore
8.188108, 2018, AUG, Sehore
5.005528, 2018, SEP, Sehore
0.142881, 2018, OCT, Sehore
0.012352, 2018, NOV, Sehore
7.02, 2018, JUN, Seoni
15.37037, 2018, JUL, Seoni
12.99062, 2018, AUG, Seoni
3.635183, 2018, SEP, Seoni
0.522165, 2018, OCT, Seoni
0.208982, 2018, NOV, Seoni
4.771766, 2018, JUN, Shahdol
13.52653, 2018, JUL, Shahdol
14.05723, 2018, AUG, Shahdol
4.241141, 2018, SEP, Shahdol
0.580288, 2018, OCT, Shahdol
0.075892, 2018, NOV, Shahdol
3.443497, 2018, JUN, Shajapur
16.38529, 2018, JUL, Shajapur
8.765819, 2018, AUG, Shajapur
4.748211, 2018, SEP, Shajapur
0.076595, 2018, OCT, Shajapur
0.047046, 2018, NOV, Shajapur
2.716608, 2018, JUN, Sheopur
12.22127, 2018, JUL, Sheopur
10.30125, 2018, AUG, Sheopur
7.198834, 2018, SEP, Sheopur
0.256463, 2018, OCT, Sheopur
0.00629, 2018, NOV, Sheopur
2.563332, 2018, JUN, Shivpuri
10.4642, 2018, JUL, Shivpuri
9.159326, 2018, AUG, Shivpuri
7.381031, 2018, SEP, Shivpuri
0.185938, 2018, OCT, Shivpuri
0.013439, 2018, NOV, Shivpuri
3.703987, 2018, JUN, Sidhi
10.94622, 2018, JUL, Sidhi
12.57425, 2018, AUG, Sidhi
4.387184, 2018, SEP, Sidhi
0.632193, 2018, OCT, Sidhi
0.09711, 2018, NOV, Sidhi
1.899394, 2018, JUN, Tikamgarh
11.38939, 2018, JUL, Tikamgarh
9.325663, 2018, AUG, Tikamgarh
7.492051, 2018, SEP, Tikamgarh
0.059896, 2018, OCT, Tikamgarh
0.074583, 2018, NOV, Tikamgarh
3.591917, 2018, JUN, Ujjain
13.92261, 2018, JUL, Ujjain
7.163439, 2018, AUG, Ujjain
4.992752, 2018, SEP, Ujjain
0.148865, 2018, OCT, Ujjain
0.079696, 2018, NOV, Ujjain
4.031346, 2018, JUN, Umaria
12.94132, 2018, JUL, Umaria
15.7518, 2018, AUG, Umaria
4.376382, 2018, SEP, Umaria
0.335234, 2018, OCT, Umaria
0.134, 2018, NOV, Umaria
4.076205, 2018, JUN, Vidisha
15.20095, 2018, JUL, Vidisha
8.403792, 2018, AUG, Vidisha
5.143134, 2018, SEP, Vidisha
0.013929, 2018, OCT, Vidisha
0.0185, 2018, NOV, Vidisha
5.191207, 2019, JUN, Anuppur
11.81896, 2019, JUL, Anuppur
14.62136, 2019, AUG, Anuppur
9.678835, 2019, SEP, Anuppur
1.039925, 2019, OCT, Anuppur
0.145075, 2019, NOV, Anuppur
2.271248, 2019, JUN, Ashoknagar
11.23531, 2019, JUL, Ashoknagar
17.26877, 2019, AUG, Ashoknagar
18.72948, 2019, SEP, Ashoknagar
1.413949, 2019, OCT, Ashoknagar
0.225, 2019, NOV, Ashoknagar
3.464649, 2019, JUN, Balaghat
12.77596, 2019, JUL, Balaghat
17.43129, 2019, AUG, Balaghat
14.14228, 2019, SEP, Balaghat
1.410049, 2019, OCT, Balaghat
0.334, 2019, NOV, Balaghat
3.621716, 2019, JUN, Barwani
9.859948, 2019, JUL, Barwani
8.163672, 2019, AUG, Barwani
14.57519, 2019, SEP, Barwani
1.231247, 2019, OCT, Barwani
0.220441, 2019, NOV, Barwani
3.766519, 2019, JUN, Betul
11.55633, 2019, JUL, Betul
17.52112, 2019, AUG, Betul
16.20154, 2019, SEP, Betul
1.328355, 2019, OCT, Betul
0.355244, 2019, NOV, Betul
1.304861, 2019, JUN, Bhind
8.297646, 2019, JUL, Bhind
7.908793, 2019, AUG, Bhind
7.599489, 2019, SEP, Bhind
1.192601, 2019, OCT, Bhind
0.029914, 2019, NOV, Bhind
3.238645, 2019, JUN, Bhopal
15.71459, 2019, JUL, Bhopal
21.73354, 2019, AUG, Bhopal
21.41236, 2019, SEP, Bhopal
1.208549, 2019, OCT, Bhopal
0.222, 2019, NOV, Bhopal
3.399423, 2019, JUN, Burhanpur
9.391368, 2019, JUL, Burhanpur
8.772762, 2019, AUG, Burhanpur
12.72515, 2019, SEP, Burhanpur
1.32737, 2019, OCT, Burhanpur
0.294, 2019, NOV, Burhanpur
2.580722, 2019, JUN, Chhatarpur
11.82384, 2019, JUL, Chhatarpur
16.13624, 2019, AUG, Chhatarpur
14.62568, 2019, SEP, Chhatarpur
0.823313, 2019, OCT, Chhatarpur
0.216702, 2019, NOV, Chhatarpur
3.99953, 2019, JUN, Chhindwara
12.34693, 2019, JUL, Chhindwara
19.96096, 2019, AUG, Chhindwara
16.4831, 2019, SEP, Chhindwara
1.212852, 2019, OCT, Chhindwara
0.439078, 2019, NOV, Chhindwara
3.28, 2019, JUN, Damoh
12.43314, 2019, JUL, Damoh
19.19083, 2019, AUG, Damoh
14.2686, 2019, SEP, Damoh
0.660392, 2019, OCT, Damoh
0.178765, 2019, NOV, Damoh
1.687373, 2019, JUN, Datia
8.559396, 2019, JUL, Datia
9.88763, 2019, AUG, Datia
11.15516, 2019, SEP, Datia
1.216318, 2019, OCT, Datia
0.127104, 2019, NOV, Datia
3.665788, 2019, JUN, Dewas
15.29713, 2019, JUL, Dewas
14.32752, 2019, AUG, Dewas
21.08892, 2019, SEP, Dewas
1.08146, 2019, OCT, Dewas
0.250182, 2019, NOV, Dewas
3.944739, 2019, JUN, Dhar
11.02186, 2019, JUL, Dhar
9.320575, 2019, AUG, Dhar
16.80451, 2019, SEP, Dhar
1.494389, 2019, OCT, Dhar
0.201, 2019, NOV, Dhar
4.184056, 2019, JUN, Dindori
11.76875, 2019, JUL, Dindori
17.49169, 2019, AUG, Dindori
11.61317, 2019, SEP, Dindori
1.036509, 2019, OCT, Dindori
0.275635, 2019, NOV, Dindori
3.083331, 2019, JUN, Guna
11.63216, 2019, JUL, Guna
20.2384, 2019, AUG, Guna
20.1307, 2019, SEP, Guna
1.143531, 2019, OCT, Guna
0.269, 2019, NOV, Guna
1.647361, 2019, JUN, Gwalior
7.681125, 2019, JUL, Gwalior
10.43478, 2019, AUG, Gwalior
10.73291, 2019, SEP, Gwalior
1.241881, 2019, OCT, Gwalior
0.093463, 2019, NOV, Gwalior
3.636216, 2019, JUN, Harda
13.89016, 2019, JUL, Harda
14.34, 2019, AUG, Harda
20.80939, 2019, SEP, Harda
1.483601, 2019, OCT, Harda
0.325, 2019, NOV, Harda
3.931458, 2019, JUN, Hoshangabad
17.26093, 2019, JUL, Hoshangabad
21.361, 2019, AUG, Hoshangabad
24.66433, 2019, SEP, Hoshangabad
1.012732, 2019, OCT, Hoshangabad
0.301586, 2019, NOV, Hoshangabad
4.64363, 2019, JUN, Indore
12.88449, 2019, JUL, Indore
13.14953, 2019, AUG, Indore
17.98139, 2019, SEP, Indore
1.13136, 2019, OCT, Indore
0.277411, 2019, NOV, Indore
3.393417, 2019, JUN, Jabalpur
13.22347, 2019, JUL, Jabalpur
19.53229, 2019, AUG, Jabalpur
13.98108, 2019, SEP, Jabalpur
0.6204, 2019, OCT, Jabalpur
0.26361, 2019, NOV, Jabalpur
3.601381, 2019, JUN, Jhabua
10.54692, 2019, JUL, Jhabua
11.66738, 2019, AUG, Jhabua
15.67738, 2019, SEP, Jhabua
1.615064, 2019, OCT, Jhabua
0.152277, 2019, NOV, Jhabua
2.987519, 2019, JUN, Katni
13.77743, 2019, JUL, Katni
16.45831, 2019, AUG, Katni
14.00336, 2019, SEP, Katni
0.563735, 2019, OCT, Katni
0.164014, 2019, NOV, Katni
3.558371, 2019, JUN, Mandla
12.77161, 2019, JUL, Mandla
19.22644, 2019, AUG, Mandla
14.41072, 2019, SEP, Mandla
0.90162, 2019, OCT, Mandla
0.309, 2019, NOV, Mandla
3.905153, 2019, JUN, Mandsaur
12.29638, 2019, JUL, Mandsaur
22.50548, 2019, AUG, Mandsaur
15.026, 2019, SEP, Mandsaur
1.464755, 2019, OCT, Mandsaur
0.206375, 2019, NOV, Mandsaur
1.178555, 2019, JUN, Morena
6.968972, 2019, JUL, Morena
9.269722, 2019, AUG, Morena
8.416994, 2019, SEP, Morena
0.94926, 2019, OCT, Morena
0.087206, 2019, NOV, Morena
3.34326, 2019, JUN, Narsinghpur
12.8168, 2019, JUL, Narsinghpur
21.39533, 2019, AUG, Narsinghpur
17.39727, 2019, SEP, Narsinghpur
0.621496, 2019, OCT, Narsinghpur
0.309048, 2019, NOV, Narsinghpur
3.710669, 2019, JUN, Neemuch
10.95478, 2019, JUL, Neemuch
21.30002, 2019, AUG, Neemuch
12.65105, 2019, SEP, Neemuch
1.146424, 2019, OCT, Neemuch
0.141, 2019, NOV, Neemuch
2.791172, 2019, JUN, Panna
13.30716, 2019, JUL, Panna
14.5924, 2019, AUG, Panna
13.65874, 2019, SEP, Panna
0.554997, 2019, OCT, Panna
0.126, 2019, NOV, Panna
3.188348, 2019, JUN, Raisen
16.4428, 2019, JUL, Raisen
20.43588, 2019, AUG, Raisen
19.91013, 2019, SEP, Raisen
0.955146, 2019, OCT, Raisen
0.255, 2019, NOV, Raisen
2.703666, 2019, JUN, Rajgarh
14.55046, 2019, JUL, Rajgarh
22.56048, 2019, AUG, Rajgarh
19.42118, 2019, SEP, Rajgarh
1.394874, 2019, OCT, Rajgarh
0.279639, 2019, NOV, Rajgarh
4.172511, 2019, JUN, Ratlam
10.73307, 2019, JUL, Ratlam
15.86872, 2019, AUG, Ratlam
18.98335, 2019, SEP, Ratlam
2.100943, 2019, OCT, Ratlam
0.090937, 2019, NOV, Ratlam
1.857494, 2019, JUN, Rewa
12.06657, 2019, JUL, Rewa
8.199047, 2019, AUG, Rewa
13.53883, 2019, SEP, Rewa
0.755385, 2019, OCT, Rewa
0.08366, 2019, NOV, Rewa
3.003492, 2019, JUN, Sagar
11.83632, 2019, JUL, Sagar
18.95544, 2019, AUG, Sagar
16.37322, 2019, SEP, Sagar
0.777366, 2019, OCT, Sagar
0.212074, 2019, NOV, Sagar
2.658385, 2019, JUN, Satna
13.36231, 2019, JUL, Satna
11.54811, 2019, AUG, Satna
13.37727, 2019, SEP, Satna
0.529468, 2019, OCT, Satna
0.106046, 2019, NOV, Satna
3.286167, 2019, JUN, Sehore
16.69919, 2019, JUL, Sehore
18.63505, 2019, AUG, Sehore
21.91625, 2019, SEP, Sehore
1.047209, 2019, OCT, Sehore
0.247026, 2019, NOV, Sehore
3.555694, 2019, JUN, Seoni
12.73635, 2019, JUL, Seoni
18.6786, 2019, AUG, Seoni
15.07933, 2019, SEP, Seoni
0.874626, 2019, OCT, Seoni
0.387089, 2019, NOV, Seoni
4.149916, 2019, JUN, Shahdol
12.53266, 2019, JUL, Shahdol
15.07109, 2019, AUG, Shahdol
11.15423, 2019, SEP, Shahdol
0.747055, 2019, OCT, Shahdol
0.135, 2019, NOV, Shahdol
3.51637, 2019, JUN, Shajapur
15.97762, 2019, JUL, Shajapur
20.02938, 2019, AUG, Shajapur
19.57985, 2019, SEP, Shajapur
1.412285, 2019, OCT, Shajapur
0.249842, 2019, NOV, Shajapur
1.674082, 2019, JUN, Sheopur
9.930622, 2019, JUL, Sheopur
13.94674, 2019, AUG, Sheopur
10.22173, 2019, SEP, Sheopur
1.279379, 2019, OCT, Sheopur
0.093233, 2019, NOV, Sheopur
1.956858, 2019, JUN, Shivpuri
9.076034, 2019, JUL, Shivpuri
14.21893, 2019, AUG, Shivpuri
14.15437, 2019, SEP, Shivpuri
1.12243, 2019, OCT, Shivpuri
0.226387, 2019, NOV, Shivpuri
2.785274, 2019, JUN, Sidhi
11.66038, 2019, JUL, Sidhi
10.77738, 2019, AUG, Sidhi
11.19495, 2019, SEP, Sidhi
0.824073, 2019, OCT, Sidhi
0.121162, 2019, NOV, Sidhi
1.9793, 2019, JUN, Tikamgarh
10.40133, 2019, JUL, Tikamgarh
15.54295, 2019, AUG, Tikamgarh
13.7105, 2019, SEP, Tikamgarh
1.080869, 2019, OCT, Tikamgarh
0.265, 2019, NOV, Tikamgarh
4.307035, 2019, JUN, Ujjain
11.77549, 2019, JUL, Ujjain
14.6827, 2019, AUG, Ujjain
19.51572, 2019, SEP, Ujjain
1.358897, 2019, OCT, Ujjain
0.260085, 2019, NOV, Ujjain
3.357156, 2019, JUN, Umaria
12.99414, 2019, JUL, Umaria
16.12726, 2019, AUG, Umaria
13.35535, 2019, SEP, Umaria
0.462034, 2019, OCT, Umaria
0.115618, 2019, NOV, Umaria
2.978857, 2019, JUN, Vidisha
14.13382, 2019, JUL, Vidisha
20.0647, 2019, AUG, Vidisha
20.97978, 2019, SEP, Vidisha
1.074892, 2019, OCT, Vidisha
0.218, 2019, NOV, Vidisha
